ENSG00000143324
ENSG00000042781
ENSG00000152128
ENSG00000054983
ENSG00000204262
ENSG00000108370
ENSG00000186908
ENSG00000115866
ENSG00000139287
ENSG00000042088
ENSG00000135083
ENSG00000100433
ENSG00000170310
ENSG00000144229
ENSG00000135837
ENSG00000065320
ENSG00000141337
ENSG00000145781
ENSG00000108582
ENSG00000113719
ENSG00000065559
ENSG00000151687
ENSG00000180287
ENSG00000141564
ENSG00000177885
ENSG00000048991
ENSG00000156831
ENSG00000138031
ENSG00000188906
ENSG00000145147
ENSG00000048052
ENSG00000155974
ENSG00000147642
ENSG00000168952
ENSG00000061987
ENSG00000062716
ENSG00000147650
ENSG00000165409
ENSG00000090376
ENSG00000175866
ENSG00000143493
ENSG00000155792
ENSG00000147677
ENSG00000111110
ENSG00000139292
ENSG00000171759
ENSG00000100592
ENSG00000132437
ENSG00000158019
ENSG00000139220
ENSG00000140022
ENSG00000172167
ENSG00000015133
ENSG00000172296
ENSG00000205038
ENSG00000150938
ENSG00000141367
ENSG00000006747
ENSG00000147647
ENSG00000139990
ENSG00000116199
ENSG00000109819
ENSG00000179104
ENSG00000066739
ENSG00000143995
ENSG00000148408
ENSG00000162761
ENSG00000186073
ENSG00000196935
ENSG00000185480
ENSG00000198542
ENSG00000176473
ENSG00000101323
ENSG00000168280
ENSG00000134343
ENSG00000169554
ENSG00000205221
ENSG00000073969
ENSG00000182621
ENSG00000153233
ENSG00000148950
ENSG00000172164
ENSG00000100485
ENSG00000156076
ENSG00000171174
ENSG00000100626
ENSG00000144369
ENSG00000018699
ENSG00000115808
ENSG00000196504
ENSG00000151320
ENSG00000117868
ENSG00000091490
ENSG00000015153
ENSG00000153253
ENSG00000169519
ENSG00000121621
ENSG00000012983
ENSG00000128512
ENSG00000155897
ENSG00000115232
ENSG00000104361
ENSG00000111670
ENSG00000133067
ENSG00000189079
ENSG00000139218
ENSG00000140092
ENSG00000166068
ENSG00000214415
ENSG00000100815
ENSG00000136531
ENSG00000005339
ENSG00000140199
ENSG00000115761
ENSG00000163602
ENSG00000211456
ENSG00000105877
ENSG00000125851
ENSG00000129295
ENSG00000162989
ENSG00000131951
ENSG00000121989
ENSG00000136261
ENSG00000172986
ENSG00000198797
ENSG00000072657
ENSG00000115825
ENSG00000165078
ENSG00000071282
ENSG00000129292
ENSG00000078725
ENSG00000127152
ENSG00000163032
ENSG00000105866
ENSG00000136874
ENSG00000205213
ENSG00000172575
ENSG00000023318
ENSG00000164659
ENSG00000066777
ENSG00000119397
ENSG00000144619
ENSG00000178538
ENSG00000151208
ENSG00000123607
ENSG00000077616
ENSG00000137269
ENSG00000166073
ENSG00000139083
ENSG00000001629
ENSG00000198732
ENSG00000154188
ENSG00000266094
ENSG00000137693
ENSG00000170289
ENSG00000111371
ENSG00000078098
ENSG00000139173
ENSG00000196876
ENSG00000104324
ENSG00000113805
ENSG00000177425
ENSG00000167258
ENSG00000184588
ENSG00000151092
ENSG00000108395
ENSG00000120800
ENSG00000091136
ENSG00000122729
ENSG00000132164
ENSG00000055917
ENSG00000132561
ENSG00000087301
ENSG00000168818
ENSG00000166862
ENSG00000172071
ENSG00000092148
ENSG00000049130
ENSG00000196562
ENSG00000104218
ENSG00000163104
ENSG00000110400
ENSG00000163820
ENSG00000165714
ENSG00000106278
ENSG00000033867
ENSG00000106511
ENSG00000159399
ENSG00000132182
ENSG00000171316
ENSG00000137672
ENSG00000170381
ENSG00000137809
ENSG00000184613
ENSG00000026508
ENSG00000144455
ENSG00000070182
ENSG00000196220
ENSG00000121101
ENSG00000198604
ENSG00000104517
ENSG00000008405
ENSG00000075223
ENSG00000140386
ENSG00000117713
ENSG00000165752
ENSG00000113263
ENSG00000143891
ENSG00000128829
ENSG00000042832
ENSG00000105792
ENSG00000173838
ENSG00000149488
ENSG00000151491
ENSG00000083307
ENSG00000122547
ENSG00000115904
ENSG00000058091
ENSG00000119866
ENSG00000167077
ENSG00000137802
ENSG00000072364
ENSG00000161405
ENSG00000153993
ENSG00000067141
ENSG00000162600
ENSG00000124126
ENSG00000152578
ENSG00000146263
ENSG00000123453
ENSG00000100505
ENSG00000138738
ENSG00000158125
ENSG00000006432
ENSG00000163520
ENSG00000159374
ENSG00000184347
ENSG00000048028
ENSG00000013503
ENSG00000164603
ENSG00000019991
ENSG00000151779
ENSG00000104321
ENSG00000081985
ENSG00000160293
ENSG00000135333
ENSG00000076356
ENSG00000173040
ENSG00000173406
ENSG00000147649
ENSG00000023697
ENSG00000141252
ENSG00000100731
ENSG00000163635
ENSG00000014164
ENSG00000162594
ENSG00000188991
ENSG00000020426
ENSG00000179520
ENSG00000132849
ENSG00000143952
ENSG00000073711
ENSG00000156970
ENSG00000170325
ENSG00000078618
ENSG00000132122
ENSG00000158089
ENSG00000111880
ENSG00000091428
ENSG00000154928
ENSG00000074590
ENSG00000100997
ENSG00000169213
ENSG00000162409
ENSG00000186575
ENSG00000103966
ENSG00000114541
ENSG00000109944
ENSG00000151062
ENSG00000168297
ENSG00000081800
ENSG00000059377
ENSG00000174373
ENSG00000155886
ENSG00000104413
ENSG00000120868
ENSG00000154127
ENSG00000152154
ENSG00000079805
ENSG00000166266
ENSG00000153246
ENSG00000090020
ENSG00000113645
ENSG00000135336
ENSG00000254087
ENSG00000136040
ENSG00000151952
ENSG00000033170
ENSG00000157152
ENSG00000136051
ENSG00000096872
ENSG00000181804
ENSG00000144357
ENSG00000043039
ENSG00000157216
ENSG00000132932
ENSG00000142347
ENSG00000136052
ENSG00000136928
ENSG00000134909
ENSG00000119509
ENSG00000171094
ENSG00000125703
ENSG00000130653
ENSG00000091656
ENSG00000169604
ENSG00000153250
ENSG00000146282
ENSG00000273079
ENSG00000087095
ENSG00000158528
ENSG00000172456
ENSG00000133958
ENSG00000144681
ENSG00000106459
ENSG00000146247
ENSG00000276644
ENSG00000121316
ENSG00000137571
ENSG00000021776
ENSG00000170873
ENSG00000072415
ENSG00000171310
ENSG00000110675
ENSG00000088035
ENSG00000156642
ENSG00000115504
ENSG00000137834
ENSG00000139734
ENSG00000137709
ENSG00000070019
ENSG00000151338
ENSG00000134709
ENSG00000005249
ENSG00000118922
ENSG00000083544
ENSG00000156958
ENSG00000120162
ENSG00000120675
ENSG00000105810
ENSG00000136111
ENSG00000163219
ENSG00000174607
ENSG00000120907
ENSG00000131773
ENSG00000138653
ENSG00000149084
ENSG00000163558
ENSG00000120910
ENSG00000164303
ENSG00000152670
ENSG00000136193
ENSG00000172817
ENSG00000157884
ENSG00000133812
ENSG00000040731
ENSG00000127616
ENSG00000158560
ENSG00000177058
ENSG00000136842
ENSG00000083123
ENSG00000139746
ENSG00000121210
ENSG00000105928
ENSG00000140015
ENSG00000133789
ENSG00000114200
ENSG00000197181
ENSG00000164961
ENSG00000060237
ENSG00000011454
ENSG00000102468
ENSG00000187118
ENSG00000106086
ENSG00000068654
ENSG00000146267
ENSG00000089916
ENSG00000170266
ENSG00000138795
ENSG00000104450
ENSG00000154447
ENSG00000004864
ENSG00000138594
ENSG00000067248
ENSG00000132953
ENSG00000065615
ENSG00000172348
ENSG00000135324
ENSG00000145526
ENSG00000146233
ENSG00000052841
ENSG00000135315
ENSG00000198793
ENSG00000109738
ENSG00000097021
ENSG00000188687
ENSG00000139793
ENSG00000150625
ENSG00000151012
ENSG00000106100
ENSG00000158966
ENSG00000186432
ENSG00000197043
ENSG00000114127
ENSG00000105339
ENSG00000186297
ENSG00000005810
ENSG00000118420
ENSG00000157764
ENSG00000104213
ENSG00000198846
ENSG00000186732
ENSG00000142892
ENSG00000083097
ENSG00000109762
ENSG00000155561
ENSG00000112175
ENSG00000113273
ENSG00000119326
ENSG00000146151
ENSG00000115993
ENSG00000117569
ENSG00000197299
ENSG00000145431
ENSG00000159459
ENSG00000144668
ENSG00000155011
ENSG00000149256
ENSG00000114757
ENSG00000147324
ENSG00000152767
ENSG00000187605
ENSG00000221914
ENSG00000138246
ENSG00000172339
ENSG00000118407
ENSG00000146374
ENSG00000147854
ENSG00000065413
ENSG00000106125
ENSG00000164070
ENSG00000065613
ENSG00000152270
ENSG00000150630
ENSG00000146376
ENSG00000146411
ENSG00000107341
ENSG00000164627
ENSG00000109674
ENSG00000188559
ENSG00000118482
ENSG00000144645
ENSG00000107099
ENSG00000112701
ENSG00000006530
ENSG00000173273
ENSG00000137252
ENSG00000134644
ENSG00000140479
ENSG00000152932
ENSG00000103494
ENSG00000146072
ENSG00000112379
ENSG00000151612
ENSG00000168143
ENSG00000140577
ENSG00000066933
ENSG00000108018
ENSG00000120519
ENSG00000254093
ENSG00000113594
ENSG00000277363
ENSG00000134046
ENSG00000164329
ENSG00000131941
ENSG00000102547
ENSG00000099139
ENSG00000135298
ENSG00000056097
ENSG00000064309
ENSG00000174485
ENSG00000086300
ENSG00000172349
ENSG00000198087
ENSG00000176102
ENSG00000100596
ENSG00000155903
ENSG00000088930
ENSG00000033327
ENSG00000273749
ENSG00000166501
ENSG00000196586
ENSG00000126777
ENSG00000070193
ENSG00000142687
ENSG00000107771
ENSG00000125107
ENSG00000221818
ENSG00000112232
ENSG00000163939
ENSG00000005020
ENSG00000139946
ENSG00000006116
ENSG00000164318
ENSG00000112357
ENSG00000117528
ENSG00000080503
ENSG00000149262
ENSG00000038382
ENSG00000146143
ENSG00000164292
ENSG00000168216
ENSG00000163576
ENSG00000131873
ENSG00000165025
ENSG00000154237
ENSG00000063761
ENSG00000069018
ENSG00000134882
ENSG00000049192
ENSG00000102908
ENSG00000173809
ENSG00000112200
ENSG00000155970
ENSG00000165695
ENSG00000112706
ENSG00000136709
ENSG00000155893
ENSG00000082293
ENSG00000134508
ENSG00000164116
ENSG00000125304
ENSG00000137831
ENSG00000163527
ENSG00000132394
ENSG00000182158
ENSG00000038945
ENSG00000175093
ENSG00000164134
ENSG00000147570
ENSG00000145721
ENSG00000104723
ENSG00000184014
ENSG00000182568
ENSG00000136717
ENSG00000157193
ENSG00000065308
ENSG00000118507
ENSG00000172379
ENSG00000101134
ENSG00000178105
ENSG00000111961
ENSG00000147905
ENSG00000159307
ENSG00000138411
ENSG00000162849
ENSG00000144959
ENSG00000153015
ENSG00000116406
ENSG00000144395
ENSG00000071205
ENSG00000070269
ENSG00000198691
ENSG00000157110
ENSG00000162687
ENSG00000119121
ENSG00000056487
ENSG00000127947
ENSG00000155629
ENSG00000151718
ENSG00000197121
ENSG00000106554
ENSG00000140575
ENSG00000101752
ENSG00000114346
ENSG00000172939
ENSG00000104299
ENSG00000087274
ENSG00000112280
ENSG00000154822
ENSG00000142655
ENSG00000095587
ENSG00000082269
ENSG00000118260
ENSG00000153162
ENSG00000065883
ENSG00000164512
ENSG00000113318
ENSG00000133302
ENSG00000165886
ENSG00000197601
ENSG00000082074
ENSG00000204634
ENSG00000135903
ENSG00000196455
ENSG00000099204
ENSG00000154269
ENSG00000145990
ENSG00000105939
ENSG00000086696
ENSG00000198373
ENSG00000145819
ENSG00000111912
ENSG00000110786
ENSG00000077684
ENSG00000163082
ENSG00000083799
ENSG00000125246
ENSG00000121297
ENSG00000142621
ENSG00000127527
ENSG00000131242
ENSG00000086991
ENSG00000111728
ENSG00000095585
ENSG00000021826
ENSG00000067369
ENSG00000183722
ENSG00000160563
ENSG00000162695
ENSG00000068796
ENSG00000168546
ENSG00000151466
ENSG00000134014
ENSG00000140443
ENSG00000168172
ENSG00000140807
ENSG00000152822
ENSG00000153922
ENSG00000101596
ENSG00000166342
ENSG00000106571
ENSG00000140836
ENSG00000105176
ENSG00000168079
ENSG00000104044
ENSG00000197594
ENSG00000182836
ENSG00000114098
ENSG00000151835
ENSG00000114790
ENSG00000092068
ENSG00000138735
ENSG00000205629
ENSG00000110090
ENSG00000116120
ENSG00000112339
ENSG00000133083
ENSG00000115414
ENSG00000107249
ENSG00000146414
ENSG00000068784
ENSG00000174948
ENSG00000172403
ENSG00000136813
ENSG00000120616
ENSG00000078124
ENSG00000171385
ENSG00000152284
ENSG00000102935
ENSG00000172673
ENSG00000166405
ENSG00000162643
ENSG00000156049
ENSG00000106688
ENSG00000142230
ENSG00000115020
ENSG00000122507
ENSG00000083312
ENSG00000140374
ENSG00000170471
ENSG00000136731
ENSG00000134258
ENSG00000095713
ENSG00000108061
ENSG00000171517
ENSG00000141431
ENSG00000169031
ENSG00000157107
ENSG00000197705
ENSG00000197563
ENSG00000154330
ENSG00000112893
ENSG00000102910
ENSG00000110075
ENSG00000134444
ENSG00000115423
ENSG00000162944
ENSG00000103647
ENSG00000152894
ENSG00000130638
ENSG00000140798
ENSG00000144407
ENSG00000164099
ENSG00000101445
ENSG00000118242
ENSG00000151229
ENSG00000024048
ENSG00000134247
ENSG00000170558
ENSG00000136854
ENSG00000007402
ENSG00000160007
ENSG00000154080
ENSG00000134160
ENSG00000115616
ENSG00000067606
ENSG00000173744
ENSG00000164100
ENSG00000134569
ENSG00000132334
ENSG00000114062
ENSG00000168785
ENSG00000169994
ENSG00000120278
ENSG00000036257
ENSG00000166912
ENSG00000170430
ENSG00000095002
ENSG00000113163
ENSG00000180357
ENSG00000124491
ENSG00000184261
ENSG00000079112
ENSG00000187258
ENSG00000079246
ENSG00000145982
ENSG00000197702
ENSG00000108001
ENSG00000129636
ENSG00000163393
ENSG00000152217
ENSG00000040199
ENSG00000139687
ENSG00000151422
ENSG00000137090
ENSG00000107036
ENSG00000185722
ENSG00000175216
ENSG00000164953
ENSG00000197081
ENSG00000118729
ENSG00000145687
ENSG00000119946
ENSG00000135972
ENSG00000064651
ENSG00000152348
ENSG00000077498
ENSG00000111962
ENSG00000144583
ENSG00000074771
ENSG00000198382
ENSG00000051382
ENSG00000173218
ENSG00000048707
ENSG00000162337
ENSG00000077235
ENSG00000153820
ENSG00000158816
ENSG00000095464
ENSG00000079215
ENSG00000087253
ENSG00000112319
ENSG00000047578
ENSG00000242441
ENSG00000163110
ENSG00000166167
ENSG00000177103
ENSG00000148935
ENSG00000169180
ENSG00000018408
ENSG00000123892
ENSG00000166575
ENSG00000187741
ENSG00000047056
ENSG00000077943
ENSG00000103319
ENSG00000075240
ENSG00000136828
ENSG00000136715
ENSG00000196865
ENSG00000145536
ENSG00000151292
ENSG00000170537
ENSG00000170820
ENSG00000082397
ENSG00000158169
ENSG00000153832
ENSG00000117598
ENSG00000049618
ENSG00000162627
ENSG00000136944
ENSG00000117643
ENSG00000107902
ENSG00000140382
ENSG00000110328
ENSG00000148481
ENSG00000103528
ENSG00000137266
ENSG00000068650
ENSG00000196814
ENSG00000101680
ENSG00000168944
ENSG00000113048
ENSG00000151376
ENSG00000198765
ENSG00000119912
ENSG00000103043
ENSG00000107518
ENSG00000070759
ENSG00000153208
ENSG00000131473
ENSG00000131711
ENSG00000167210
ENSG00000155719
ENSG00000148120
ENSG00000155846
ENSG00000151892
ENSG00000144426
ENSG00000112699
ENSG00000122254
ENSG00000169410
ENSG00000078043
ENSG00000131844
ENSG00000116984
ENSG00000072952
ENSG00000077522
ENSG00000183049
ENSG00000151468
ENSG00000153395
ENSG00000100170
ENSG00000132915
ENSG00000010017
ENSG00000166128
ENSG00000173692
ENSG00000006607
ENSG00000142599
ENSG00000187736
ENSG00000122012
ENSG00000169504
ENSG00000095564
ENSG00000165029
ENSG00000164161
ENSG00000164162
ENSG00000071073
ENSG00000260314
ENSG00000119125
ENSG00000145996
ENSG00000171914
ENSG00000141084
ENSG00000136750
ENSG00000004534
ENSG00000164674
ENSG00000148848
ENSG00000095777
ENSG00000170365
ENSG00000102900
ENSG00000135040
ENSG00000158467
ENSG00000133706
ENSG00000091157
ENSG00000113068
ENSG00000135049
ENSG00000156463
ENSG00000150054
ENSG00000113649
ENSG00000009709
ENSG00000106804
ENSG00000090863
ENSG00000169126
ENSG00000103089
ENSG00000197323
ENSG00000145675
ENSG00000151388
ENSG00000186187
ENSG00000134250
ENSG00000197506
ENSG00000158296
ENSG00000104365
ENSG00000074603
ENSG00000144481
ENSG00000113657
ENSG00000164270
ENSG00000065675
ENSG00000134207
ENSG00000113389
ENSG00000165632
ENSG00000113532
ENSG00000182541
ENSG00000100991
ENSG00000182606
ENSG00000169247
ENSG00000173210
ENSG00000153774
ENSG00000185920
ENSG00000091831
ENSG00000087258
ENSG00000168575
ENSG00000116874
ENSG00000132321
ENSG00000157510
ENSG00000145808
ENSG00000120254
ENSG00000186642
ENSG00000170743
ENSG00000081019
ENSG00000110799
ENSG00000206560
ENSG00000116991
ENSG00000120725
ENSG00000196505
ENSG00000107882
ENSG00000198799
ENSG00000025293
ENSG00000227345
ENSG00000149646
ENSG00000165633
ENSG00000062038
ENSG00000137522
ENSG00000039068
ENSG00000076685
ENSG00000116299
ENSG00000168807
ENSG00000110713
ENSG00000105737
ENSG00000116539
ENSG00000198825
ENSG00000175115
ENSG00000031003
ENSG00000203805
ENSG00000167323
ENSG00000152495
ENSG00000134215
ENSG00000170091
ENSG00000184719
ENSG00000143603
ENSG00000121390
ENSG00000114650
ENSG00000088727
ENSG00000160799
ENSG00000145495
ENSG00000006071
ENSG00000136631
ENSG00000088881
ENSG00000088854
ENSG00000088812
ENSG00000171984
ENSG00000134533
ENSG00000109320
ENSG00000089091
ENSG00000157064
ENSG00000130396
ENSG00000151413
ENSG00000144642
ENSG00000112414
ENSG00000145703
ENSG00000167202
ENSG00000181982
ENSG00000006695
ENSG00000110076
ENSG00000170819
ENSG00000147421
ENSG00000100749
ENSG00000112992
ENSG00000206579
ENSG00000166510
ENSG00000127720
ENSG00000146477
ENSG00000187546
ENSG00000167081
ENSG00000164291
ENSG00000039537
ENSG00000138439
ENSG00000075275
ENSG00000088970
ENSG00000156931
ENSG00000042813
ENSG00000077044
ENSG00000197893
ENSG00000156535
ENSG00000178385
ENSG00000126785
ENSG00000156042
ENSG00000141506
ENSG00000106034
ENSG00000196092
ENSG00000145335
ENSG00000074966
ENSG00000033178
ENSG00000173611
ENSG00000162402
ENSG00000168904
ENSG00000184863
ENSG00000065609
ENSG00000105662
ENSG00000060656
ENSG00000138821
ENSG00000197748
ENSG00000052795
ENSG00000163491
ENSG00000153976
ENSG00000141384
ENSG00000188487
ENSG00000180998
ENSG00000048649
ENSG00000144730
ENSG00000074755
ENSG00000150893
ENSG00000173588
ENSG00000182197
ENSG00000154511
ENSG00000171533
ENSG00000153561
ENSG00000198130
ENSG00000139323
ENSG00000102471
ENSG00000162636
ENSG00000127481
ENSG00000175267
ENSG00000078140
ENSG00000172572
ENSG00000183354
ENSG00000173769
ENSG00000102753
ENSG00000114841
ENSG00000275832
ENSG00000115970
ENSG00000118217
ENSG00000129595
ENSG00000079308
ENSG00000108510
ENSG00000115840
ENSG00000101464
ENSG00000174799
ENSG00000071909
ENSG00000065882
ENSG00000164035
ENSG00000115183
ENSG00000108091
ENSG00000180611
ENSG00000141279
ENSG00000135913
ENSG00000146918
ENSG00000073282
ENSG00000118690
ENSG00000104219
ENSG00000171509
ENSG00000126883
ENSG00000141293
ENSG00000103047
ENSG00000172869
ENSG00000144962
ENSG00000118961
ENSG00000143341
ENSG00000021574
ENSG00000157927
ENSG00000078403
ENSG00000178904
ENSG00000121211
ENSG00000132554
ENSG00000065243
ENSG00000198648
ENSG00000123384
ENSG00000162669
ENSG00000135655
ENSG00000134070
ENSG00000157680
ENSG00000153956
ENSG00000105948
ENSG00000130997
ENSG00000116183
ENSG00000172197
ENSG00000198756
ENSG00000153283
ENSG00000156162
ENSG00000107731
ENSG00000142798
ENSG00000103460
ENSG00000118985
ENSG00000122483
ENSG00000169946
ENSG00000151789
ENSG00000008869
ENSG00000172260
ENSG00000186638
ENSG00000176177
ENSG00000187122
ENSG00000196663
ENSG00000100523
ENSG00000163513
ENSG00000128908
ENSG00000150722
ENSG00000129493
ENSG00000139974
ENSG00000183654
ENSG00000139044
ENSG00000179603
ENSG00000188994
ENSG00000144406
ENSG00000101188
ENSG00000145794
ENSG00000120156
ENSG00000196159
ENSG00000157077
ENSG00000030066
ENSG00000198739
ENSG00000111696
ENSG00000178217
ENSG00000196208
ENSG00000075213
ENSG00000198752
ENSG00000139154
ENSG00000240303
ENSG00000146592
ENSG00000143195
ENSG00000150712
ENSG00000077092
ENSG00000169302
ENSG00000187527
ENSG00000269964
ENSG00000151690
ENSG00000115392
ENSG00000166439
ENSG00000157657
ENSG00000153814
ENSG00000204217
ENSG00000184178
ENSG00000173930
ENSG00000139117
ENSG00000058085
ENSG00000138802
ENSG00000083168
ENSG00000152990
ENSG00000081014
ENSG00000253729
ENSG00000172901
ENSG00000148358
ENSG00000155506
ENSG00000162374
ENSG00000083535
ENSG00000165895
ENSG00000187772
ENSG00000174226
ENSG00000089048
ENSG00000179299
ENSG00000146021
ENSG00000198265
ENSG00000107862
ENSG00000148187
ENSG00000158623
ENSG00000165072
ENSG00000154240
ENSG00000164087
ENSG00000134490
ENSG00000184459
ENSG00000118873
ENSG00000141380
ENSG00000028203
ENSG00000167632
ENSG00000140750
ENSG00000165730
ENSG00000174453
ENSG00000075420
ENSG00000164619
ENSG00000144824
ENSG00000053328
ENSG00000151025
ENSG00000130294
ENSG00000101746
ENSG00000078295
ENSG00000162949
ENSG00000133195
ENSG00000100578
ENSG00000165238
ENSG00000092108
ENSG00000174498
ENSG00000184349
ENSG00000149179
ENSG00000196911
ENSG00000146416
ENSG00000117000
ENSG00000187889
ENSG00000110497
ENSG00000166263
ENSG00000102893
ENSG00000116117
ENSG00000103091
ENSG00000104447
ENSG00000058056
ENSG00000005108
ENSG00000154783
ENSG00000070961
ENSG00000168918
ENSG00000075891
ENSG00000064419
ENSG00000156103
ENSG00000198838
ENSG00000152402
ENSG00000152520
ENSG00000107864
ENSG00000158636
ENSG00000112139
ENSG00000135678
ENSG00000135999
ENSG00000183023
ENSG00000030304
ENSG00000182985
ENSG00000196090
ENSG00000061455
ENSG00000187672
ENSG00000197157
ENSG00000186439
ENSG00000171435
ENSG00000173157
ENSG00000142192
ENSG00000179295
ENSG00000070808
ENSG00000100678
ENSG00000198513
ENSG00000118965
ENSG00000168502
ENSG00000148482
ENSG00000186001
ENSG00000115525
ENSG00000157540
ENSG00000154611
ENSG00000109927
ENSG00000188916
ENSG00000157445
ENSG00000157766
ENSG00000248905
ENSG00000144278
ENSG00000114948
ENSG00000133107
ENSG00000145012
ENSG00000157388
ENSG00000213047
ENSG00000130226
ENSG00000187240
ENSG00000044524
ENSG00000137601
ENSG00000113100
ENSG00000138468
ENSG00000077782
ENSG00000165061
ENSG00000150995
ENSG00000109906
ENSG00000165970
ENSG00000140525
ENSG00000115159
ENSG00000175054
ENSG00000102606
ENSG00000075884
ENSG00000050438
ENSG00000077935
ENSG00000139144
ENSG00000198796
ENSG00000092978
ENSG00000151490
ENSG00000166734
ENSG00000206557
ENSG00000112964
ENSG00000157890
ENSG00000072786
ENSG00000163738
ENSG00000187098
ENSG00000136546
ENSG00000140538
ENSG00000103222
ENSG00000120158
ENSG00000182177
ENSG00000145087
ENSG00000115977
ENSG00000134775
ENSG00000168615
ENSG00000196511
ENSG00000205726
ENSG00000153904
ENSG00000159788
ENSG00000090402
ENSG00000169862
ENSG00000004846
ENSG00000154227
ENSG00000177398
ENSG00000186231
ENSG00000150471
ENSG00000115109
ENSG00000149311
ENSG00000112419
ENSG00000109667
ENSG00000143502
ENSG00000073910
ENSG00000196358
ENSG00000151623
ENSG00000152953
ENSG00000275410
ENSG00000106052
ENSG00000215018
ENSG00000147316
ENSG00000118946
ENSG00000173175
ENSG00000162909
ENSG00000119772
ENSG00000077942
ENSG00000148429
ENSG00000145730
ENSG00000081148
ENSG00000186566
ENSG00000136960
ENSG00000118257
ENSG00000134138
ENSG00000156304
ENSG00000145715
ENSG00000071991
ENSG00000067900
ENSG00000158201
ENSG00000052126
ENSG00000064933
ENSG00000134115
ENSG00000149403
ENSG00000136141
ENSG00000185313
ENSG00000109381
ENSG00000163714
ENSG00000183273
ENSG00000173626
ENSG00000148541
ENSG00000143207
ENSG00000148143
ENSG00000153046
ENSG00000152422
ENSG00000152763
ENSG00000132294
ENSG00000131778
ENSG00000148498
ENSG00000064999
ENSG00000144460
ENSG00000113648
ENSG00000164506
ENSG00000081138
ENSG00000140598
ENSG00000171105
ENSG00000176463
ENSG00000138814
ENSG00000109466
ENSG00000141068
ENSG00000171714
ENSG00000177479
ENSG00000029725
ENSG00000051825
ENSG00000182557
ENSG00000180957
ENSG00000196712
ENSG00000089094
ENSG00000126070
ENSG00000137764
ENSG00000113360
ENSG00000116127
ENSG00000064313
ENSG00000161381
ENSG00000141503
ENSG00000115919
ENSG00000172954
ENSG00000103381
ENSG00000134243
ENSG00000116106
ENSG00000175048
ENSG00000197442
ENSG00000147799
ENSG00000166833
ENSG00000133056
ENSG00000148842
ENSG00000138190
ENSG00000138182
ENSG00000188647
ENSG00000204711
ENSG00000150760
ENSG00000141556
